_MEMBER_CNet-SVM,_MEMBER_Enet-SVM,_MEMBER_L2SCAD-SVM,_MEMBER_Lasso-SVM,_MEMBER_SCAD-SVM,_MEMBER_SGLasso-SVM,_MEMBER_SVM-RFE,_MEMBER_mRMR-SVM,_LogP_CNet-SVM,_LogP_Enet-SVM,_LogP_L2SCAD-SVM,_LogP_Lasso-SVM,_LogP_SCAD-SVM,_LogP_SGLasso-SVM,_LogP_SVM-RFE,_LogP_mRMR-SVM,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.7,0,0,M39062,M00000100,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HNPROG,,-5.7,24,10,30198,229,28,5,18,7.2,1063|4751|22974|24137|83540,CENPF|NEK2|TPX2|KIF4A|NUF2,-2.8,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.4,0,0,M39153,M00000100,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE 24W C2 MKI67POS PROGENITOR,,-5.4,38,12,30198,113,28,4,14,6.6,1063|22974|83540|128239,CENPF|TPX2|NUF2|IQGAP3,-2.6,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.2,0,0,M41687,M00000100,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG PROLIFERATING NK T CELL,,-5.2,33,11,30198,129,28,4,14,6.6,1063|9833|22974|83540,CENPF|MELK|TPX2|NUF2,-2.5,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-5.1,0,0,M39058,M00000100,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPROGM,,-5.1,18,8.9,30198,307,28,5,18,7.2,699|1063|4320|9833|83540,BUB1|CENPF|MMP11|MELK|NUF2,-2.4,0
1,0,0,0,1,1,1,0,-2.9,0,0,0,-4.2,-3,-4.3,0,M39302,M10001110,4,0,Cell Type Signatures,7,CUI DEVELOPING HEART C5 VALVAR CELL,,-4.3,19,8.4,30198,208,30,4,13,6.2,2920|5179|23493|25891,CXCL2|PENK|HEY2|PAMR1,-1.9,0
1,1,0,0,1,1,1,1,-2,-3.2,0,0,-2.5,-3.1,-3.9,-3,M39050,M11001111,6,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPERIC,,-3.9,7.6,5.9,30198,795,30,6,20,7.3,2295|2920|4320|8840|23493|25891,FOXF2|CXCL2|MMP11|CCN4|HEY2|PAMR1,-1.7,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.9,0,0,M39263,M00000100,1,0,Cell Type Signatures,7,HU FETAL RETINA BLOOD,,-3.9,15,7.3,30198,282,28,4,14,6.6,699|1063|9833|83540,BUB1|CENPF|MELK|NUF2,-1.7,0
1,0,0,1,0,1,1,0,-3.9,0,0,-2.9,0,-3.2,-2.2,0,M39209,M10010110,4,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-3.9,7.4,5.8,30198,765,32,6,19,6.9,2246|2920|3725|5137|54361|147381,FGF1|CXCL2|JUN|PDE1C|WNT4|CBLN2,-1.7,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.8,0,0,M39208,M00000100,1,0,Cell Type Signatures,7,HAY BONE MARROW PRO B,,-3.8,14,7,30198,304,28,4,14,6.6,1063|22974|55165|83540,CENPF|TPX2|CEP55|NUF2,-1.6,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.6,0,M40167,M00000010,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBRUM VASCULAR ENDOTHELIAL CELLS,,-3.6,8.6,5.9,30198,585,30,5,17,6.8,2002|2295|7148|27190|168002,ELK1|FOXF2|TNXB|IL17B|DACT2,-1.5,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.5,0,0,M40222,M00000100,1,0,Cell Type Signatures,7,DESCARTES FETAL KIDNEY STROMAL CELLS,,-3.5,22,7.8,30198,146,28,3,11,5.8,3489|5348|84417,IGFBP6|FXYD1|ECRG4,-1.4,0
1,0,0,0,0,0,1,0,-3.3,0,0,0,0,0,-3.4,0,M39322,M10000010,2,0,Cell Type Signatures,7,CUI DEVELOPING HEART VALVAR ENDOTHELIAL CELL,,-3.4,21,7.7,30198,141,30,3,10,5.5,2920|5179|23493,CXCL2|PENK|HEY2,-1.4,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4,0,0,M40151,M00000100,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL STROMAL CELLS,,-3.4,21,7.6,30198,153,28,3,11,5.8,3489|8840|25891,IGFBP6|CCN4|PAMR1,-1.4,0
1,0,1,0,1,0,0,0,-3.4,0,-2.2,0,-2.8,0,0,0,M39055,M10101000,3,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2A,,-3.4,7.9,5.5,30198,600,32,5,16,6.4,1959|2246|2920|3725|5137,EGR2|FGF1|CXCL2|JUN|PDE1C,-1.3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-3.2,0,0,M41745,M00000100,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE FAP CELLS,,-3.2,18,7,30198,179,28,3,11,5.8,3489|5348|10349,IGFBP6|FXYD1|ABCA10,-1.2,0
1,0,0,0,0,1,0,0,-2.9,0,0,0,0,-3.2,0,0,M39054,M10000100,2,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2B,,-3.2,9.8,5.7,30198,440,28,4,14,6.6,1804|2246|22974|83540,DPP6|FGF1|TPX2|NUF2,-1.2,0
1,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,M39321,M10000000,1,0,Cell Type Signatures,7,CUI DEVELOPING HEART VASCULAR ENDOTHELIAL CELL,,-3,15,6.2,30198,193,32,3,9.4,5.2,2920|3725|147381,CXCL2|JUN|CBLN2,-1.1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.9,0,M40145,M00000010,1,0,Cell Type Signatures,7,DESCARTES FETAL ADRENAL CSH1 CSH2 POSITIVE CELLS,,-2.9,14,6,30198,218,30,3,10,5.5,4320|6532|168002,MMP11|SLC6A4|DACT2,-1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.8,M41690,M00000001,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASOPHIL MAST 2 CELL,,-2.8,8,5,30198,502,30,4,13,6.2,1499|3815|4616|5966,CTNNB1|KIT|GADD45B|REL,-0.99,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.8,0,M39167,M00000010,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-2.8,8,5,30198,505,30,4,13,6.2,2295|4320|5137|5307,FOXF2|MMP11|PDE1C|PITX1,-0.98,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.6,M41697,M00000001,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-2.6,7,4.6,30198,579,30,4,13,6.2,571|1499|4616|5966,BACH1|CTNNB1|GADD45B|REL,-0.84,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.6,0,0,M41675,M00000100,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-2.6,11,5.2,30198,296,28,3,11,5.8,3489|10349|25891,IGFBP6|ABCA10|PAMR1,-0.84,0
1,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,M39056,M10000000,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL3,,-2.5,6.6,4.4,30198,574,32,4,12,5.8,2246|3725|5137|9951,FGF1|JUN|PDE1C|HS3ST4,-0.78,0
1,0,0,0,0,0,0,0,-2.5,0,0,0,0,0,0,0,M39068,M10000000,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HDA1,,-2.5,6.5,4.3,30198,584,32,4,12,5.8,5137|8788|9951|147381,PDE1C|DLK1|HS3ST4|CBLN2,-0.76,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.5,0,M40158,M00000010,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBELLUM VASCULAR ENDOTHELIAL CELLS,,-2.5,6.4,4.3,30198,632,30,4,13,6.2,2295|7148|25891|168002,FOXF2|TNXB|PAMR1|DACT2,-0.75,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4,M39175,M00000001,1,0,Cell Type Signatures,7,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-2.4,5.9,4.1,30198,680,30,4,13,6.2,1284|1499|4320|6464,COL4A2|CTNNB1|MMP11|SHC1,-0.67,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.3,M41700,M00000001,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-2.3,5.5,3.9,30198,726,30,4,13,6.2,571|1499|1523|4616,BACH1|CTNNB1|CUX1|GADD45B,-0.58,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,M39264,M00000001,1,0,Cell Type Signatures,7,HU FETAL RETINA FIBROBLAST,,-2.2,7.8,4.3,30198,385,30,3,10,5.5,1284|3489|4616,COL4A2|IGFBP6|GADD45B,-0.53,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.2,M41659,M00000001,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ALVEOLAR EPITHELIAL TYPE 1 CELL,,-2.2,7.7,4.2,30198,391,30,3,10,5.5,1284|1523|4616,COL4A2|CUX1|GADD45B,-0.52,0
1,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,M39174,M10000000,1,0,Cell Type Signatures,7,MURARO PANCREAS ACINAR CELL,,-2.1,5.2,3.7,30198,731,32,4,12,5.8,2920|3725|3845|26508,CXCL2|JUN|KRAS|HEYL,-0.5,0
0,0,0,0,0,1,0,0,0,0,0,0,0,-2.1,0,0,M41746,M00000100,1,0,Cell Type Signatures,7,RUBENSTEIN SKELETAL MUSCLE SMOOTH MUSCLE CELLS,,-2.1,7.3,4.1,30198,445,28,3,11,5.8,1264|5348|84417,CNN1|FXYD1|ECRG4,-0.46,0
